"","Datetime","Symbol","rv10_ss","open_price","rv5","medrv","rsv_ss","rsv","nobs","rk_th2","bv_ss","rv5_ss","rv10","open_time","open_to_close","close_time","close_price","rk_parzen","bv","rk_twoscale"
"1",2000-01-03,".SPX",0.000164017667223721,1471.21,0.000140814843656457,5.77451551249933e-05,9.61334350034257e-05,9.61334350034257e-05,1554,0.000130157172062276,0.00014104627625014,0.000140814843656457,0.000164017667223721,83004,-0.011601764068927,145959,1454.24,0.000339926422169067,0.00014104627625014,0.000121732392305426
"2",2000-01-04,".SPX",0.000294820008894959,1449,0.000224131151514275,6.69669381238485e-05,0.000180063181681905,0.000180063181681905,1564,0.000162225852760183,0.000173317063537549,0.000224131151514275,0.000294820008894959,83009,-0.0351016718317254,150000,1399.02,0.000215271292919409,0.000173317063537549,0.000142320783640389
"3",2000-01-05,".SPX",0.000267163886484312,1395.62,0.00031428221486957,0.000141752107424134,0.000130848495676022,0.000130848495676022,1552,0.00023983654347448,0.000302745189554579,0.00031428221486957,0.000267163886484312,83012,0.00462521957901529,150003,1402.09,0.000162765175977063,0.000302745189554579,0.000219049388463848
"4",2000-01-06,".SPX",0.000115000070695816,1398.87,0.000130809727841117,7.00609134691682e-05,5.5694597003469e-05,5.5694597003469e-05,1561,0.000132232355773143,0.000128444195426644,0.000130809727841117,0.000115000070695816,83005,0.0029907978595114,145954,1403.06,6.65950424369613e-05,0.000128444195426644,0.000126587015269271
"5",2000-01-07,".SPX",0.000121460234378562,1403.45,9.36217710436821e-05,4.93378231095665e-05,2.30560766861625e-05,2.30560766861625e-05,1540,9.48677306042109e-05,7.87059261179856e-05,9.36217710436821e-05,0.000121460234378562,83000,0.0262927858859401,150000,1440.84,0.000215484529223218,7.87059261179856e-05,9.09079036785334e-05
"6",2000-01-10,".SPX",0.000118611786984949,1441.47,0.000120212728409948,6.74707223248231e-05,3.43681024702456e-05,3.43681024702456e-05,1573,0.000112111347583815,0.000135749418046528,0.000120212728409948,0.000118611786984949,83006,0.0106062802700508,145956,1456.84,0.000211971794724993,0.000135749418046528,0.00010564493742655
"7",2000-01-11,".SPX",6.86278089358741e-05,1456.59,6.80992035840115e-05,4.65576866896603e-05,4.67336002774653e-05,4.67336002774653e-05,1523,7.45485282580501e-05,6.80540174868629e-05,6.80992035840115e-05,6.86278089358741e-05,83009,-0.0126153691078592,145953,1438.33,6.86008830146967e-05,6.80540174868629e-05,7.22525548485365e-05
"8",2000-01-12,".SPX",0.000108398943810442,1438.56,0.000123002349008086,9.60726871451923e-05,6.66748202438587e-05,6.66748202438587e-05,1549,0.000114584891590366,0.000113252846481977,0.000123002349008086,0.000108398943810442,83001,-0.00457752798047828,145949,1431.99,6.90254141033658e-05,0.000113252846481977,0.000110664297070958
"9",2000-01-13,".SPX",0.000103631049499839,1432.25,0.000101327682707063,2.75039003637119e-05,2.40829715564568e-05,2.40829715564568e-05,1539,9.07753908704067e-05,5.48698943912846e-05,0.000101327682707063,0.000103631049499839,83000,0.0122272629342541,145958,1449.87,6.07083056860029e-05,5.48698943912846e-05,8.62111424814326e-05
"10",2000-01-14,".SPX",0.000181629444551433,1449.68,0.000139300430890797,3.93364890849257e-05,3.15187804038921e-05,3.15187804038921e-05,1572,8.97601310207281e-05,9.21297035492427e-05,0.000139300430890797,0.000181629444551433,83001,0.00973394012936524,145946,1463.86,0.000157182796836941,9.21297035492427e-05,8.08736356858513e-05
